Query_ID	Dec_ID	Rank	Score
1	3g31	1	0.038461538461538464
1	3f3d	2	0.034482758620689655
1	3f3c	3	0.03125
1	3zdg	4	0.025
1	1p1q	5	0.024390243902439025
1	3ehy	6	0.023255813953488372
1	2al5	7	0.021739130434782608
1	1z9g	8	0.020833333333333332
1	3f3a	9	0.020833333333333332
1	3gbb	10	0.02040816326530612
1	4dld	11	0.019230769230769232
1	1q8t	12	0.018867924528301886
1	1syi	13	0.018518518518518517
1	3fv2	14	0.017241379310344827
1	3dxg	15	0.016129032258064516
1	3fv1	16	0.015384615384615385
1	1w4o	17	0.015151515151515152
1	2cet	18	0.0136986301369863
1	3mss	19	0.013157894736842105
1	2zy1	20	0.011764705882352941
1	2r9w	21	0.011627906976744186
1	1o0h	22	0.011494252873563218
1	3jvr	23	0.011363636363636364
1	4ivd	24	0.010638297872340425
1	4e5w	25	0.009523809523809525
1	2zda	26	0.008849557522123894
1	4w9h	27	0.008771929824561403
1	3coy	28	0.008547008547008548
1	3zso	29	0.008333333333333333
1	2xbv	30	0.00819672131147541
1	4rfm	31	0.007194244604316547
1	1z6e	32	0.00684931506849315
1	2v7a	33	0.006666666666666667
1	4cra	34	0.0064516129032258064
1	2p4y	35	0.006369426751592357
1	3utu	36	0.005494505494505495
50	3ehy	1	0.023255813953488372
50	2zcr	2	0.01639344262295082
50	3dxg	3	0.016129032258064516
50	1w4o	4	0.015151515151515152
50	1y6r	5	0.014285714285714285
50	3d6q	6	0.013888888888888888
50	1nc1	7	0.013513513513513514
50	3uuo	8	0.012345679012345678
50	1yc1	9	0.010869565217391304
50	4w9h	10	0.008771929824561403
50	3wz8	11	0.008403361344537815
50	1mq6	12	0.0072992700729927005
135	3ehy	1	0.023255813953488372
135	4u4s	2	0.019230769230769232
135	4f09	3	0.014492753623188406
135	1nc1	4	0.013513513513513514
135	3arv	5	0.011904761904761904
135	2zy1	6	0.011764705882352941
135	4e6q	7	0.010638297872340425
135	4ivd	8	0.010638297872340425
135	3zso	9	0.008333333333333333
135	1k1i	10	0.008
135	2yki	11	0.007633587786259542
135	4gr0	12	0.006134969325153374
135	3utu	13	0.005494505494505495
135	3ag9	14	0.0035714285714285713
234	3ehy	1	0.023255813953488372
234	2zb1	2	0.011111111111111112
234	2c3i	3	0.010752688172043012
234	2xii	4	0.010416666666666666
234	1ydt	5	0.009259259259259259
234	2y5h	6	0.008620689655172414
234	3utu	7	0.005494505494505495
234	3uri	8	0.004405286343612335
251	3ehy	1	0.023255813953488372
251	3f3a	2	0.020833333333333332
251	1lpg	3	0.005952380952380952
251	3ag9	4	0.0035714285714285713
310	2j78	1	0.02564102564102564
310	3ehy	2	0.023255813953488372
310	4dld	3	0.019230769230769232
310	2xj7	4	0.018867924528301886
310	1mq6	5	0.0072992700729927005
310	2qbp	6	0.007142857142857143
310	3pww	7	0.006211180124223602
310	2x00	8	0.0053475935828877
319	3lka	1	0.04
319	3ehy	2	0.023255813953488372
319	3nx7	3	0.01639344262295082
319	1pxn	4	0.012658227848101266
319	1z95	5	0.011764705882352941
319	2r9w	6	0.011627906976744186
319	1o0h	7	0.011494252873563218
319	3arp	8	0.008771929824561403
319	3qgy	9	0.008771929824561403
319	3coz	10	0.008620689655172414
319	2y5h	11	0.008620689655172414
319	3coy	12	0.008547008547008548
319	1k1i	13	0.008
319	1mq6	14	0.0072992700729927005
319	1nvq	15	0.0070921985815602835
319	1z6e	16	0.00684931506849315
319	4ogj	17	0.0064516129032258064
319	4cra	18	0.0064516129032258064
319	3prs	19	0.005747126436781609
319	3utu	20	0.005494505494505495
319	3bv9	21	0.0048543689320388345
322	3lka	1	0.04
322	3ehy	2	0.023255813953488372
322	4dld	3	0.019230769230769232
322	4ddh	4	0.01818181818181818
322	3dd0	5	0.016666666666666666
322	3nx7	6	0.01639344262295082
322	3u8k	7	0.016129032258064516
322	3kr8	8	0.015873015873015872
322	2xb8	9	0.014925373134328358
322	4j21	10	0.0136986301369863
322	3mss	11	0.013157894736842105
322	4djv	12	0.01282051282051282
322	3uuo	13	0.012345679012345678
322	3gc5	14	0.012048192771084338
322	4m0z	15	0.011494252873563218
322	3k5v	16	0.011235955056179775
322	2zb1	17	0.011111111111111112
322	3b65	18	0.01098901098901099
322	3b5r	19	0.010526315789473684
322	2xii	20	0.010416666666666666
322	3b68	21	0.010101010101010102
322	3fur	22	0.00980392156862745
322	4j3l	23	0.009259259259259259
322	3ge7	24	0.009259259259259259
322	3p5o	25	0.008771929824561403
322	3ivg	26	0.008620689655172414
322	4agp	27	0.008264462809917356
322	2xbv	28	0.00819672131147541
322	4jia	29	0.007142857142857143
322	1nvq	30	0.0070921985815602835
322	4ogj	31	0.0064516129032258064
322	2vkm	32	0.0064516129032258064
322	1lpg	33	0.005952380952380952
322	3gnw	34	0.005847953216374269
335	1p1n	1	0.029411764705882353
335	3ehy	2	0.023255813953488372
335	1ps3	3	0.023255813953488372
335	4gfm	4	0.020833333333333332
335	4ih7	5	0.019230769230769232
335	2zcr	6	0.01639344262295082
335	1nc1	7	0.013513513513513514
335	1o0h	8	0.011494252873563218
335	3coz	9	0.008620689655172414
335	2iwx	10	0.008547008547008548
335	3coy	11	0.008547008547008548
335	2vkm	12	0.0064516129032258064
335	3b1m	13	0.0064516129032258064
335	1u1b	14	0.005494505494505495
350	2weg	1	0.041666666666666664
350	3lka	2	0.04
350	3ehy	3	0.023255813953488372
350	3dd0	4	0.016666666666666666
350	3nx7	5	0.01639344262295082
350	2zcr	6	0.01639344262295082
350	2zcq	7	0.015625
350	1ydr	8	0.014084507042253521
350	1nc1	9	0.013513513513513514
350	1q8u	10	0.012987012987012988
350	1z95	11	0.011764705882352941
350	2fvd	12	0.00980392156862745
350	3fur	13	0.00980392156862745
350	1ydt	14	0.009259259259259259
350	3ivg	15	0.008620689655172414
350	3coz	16	0.008620689655172414
350	3coy	17	0.008547008547008548
350	2xbv	18	0.00819672131147541
350	4qd6	19	0.008
350	1k1i	20	0.008
350	2qbp	21	0.007142857142857143
350	3o9i	22	0.006896551724137931
350	4gid	23	0.006756756756756757
350	2v7a	24	0.006666666666666667
350	2vkm	25	0.0064516129032258064
350	4ogj	26	0.0064516129032258064
350	3utu	27	0.005494505494505495
350	2x00	28	0.0053475935828877
350	2vw5	29	0.0049504950495049506
452	3lka	1	0.04
452	3ehy	2	0.023255813953488372
452	3dd0	3	0.016666666666666666
452	3nx7	4	0.01639344262295082
452	2xb8	5	0.014925373134328358
452	2fvd	6	0.00980392156862745
452	3ebp	7	0.009523809523809525
452	1ydt	8	0.009259259259259259
452	4cig	9	0.008
452	4jia	10	0.007142857142857143
452	3bv9	11	0.0048543689320388345
452	3ag9	12	0.0035714285714285713
457	1c5z	1	0.05263157894736842
457	3f3e	2	0.05
457	3g31	3	0.038461538461538464
457	3f3d	4	0.034482758620689655
457	3f3c	5	0.03125
457	1p1q	6	0.024390243902439025
457	3ehy	7	0.023255813953488372
457	1o5b	8	0.022222222222222223
457	2al5	9	0.021739130434782608
457	3gr2	10	0.02127659574468085
457	3f3a	11	0.020833333333333332
457	3gbb	12	0.02040816326530612
457	4dld	13	0.019230769230769232
