Query_ID	Dec_ID	Rank	Score
116	3b27	1	0.07692307692307693
116	3f3d	2	0.058823529411764705
116	1nc1	3	0.05
116	1y6r	4	0.047619047619047616
116	4twp	5	0.04
116	4f2w	6	0.04
116	3oe5	7	0.037037037037037035
116	4f3c	8	0.03571428571428571
116	3e5a	9	0.034482758620689655
116	3uri	10	0.034482758620689655
486	1g2k	1	0.09090909090909091
486	3g2n	2	0.06666666666666667
486	3e92	3	0.0625
486	3ryj	4	0.0625
486	4gfm	5	0.0625
486	4cig	6	0.058823529411764705
486	3wz8	7	0.058823529411764705
486	3jvs	8	0.058823529411764705
486	1owh	9	0.058823529411764705
486	2xii	10	0.058823529411764705
486	5tmn	11	0.058823529411764705
486	4tmn	12	0.05555555555555555
486	4lzs	13	0.05555555555555555
486	4de3	14	0.05555555555555555
486	1bzc	15	0.05263157894736842
486	2zb1	16	0.05
486	4de1	17	0.05
486	2yki	18	0.05
486	1sqa	19	0.05
486	5dwr	20	0.047619047619047616
486	4de2	21	0.047619047619047616
486	1o0h	22	0.043478260869565216
486	3zsx	23	0.041666666666666664
486	4gr0	24	0.041666666666666664
486	4twp	25	0.04
486	4hge	26	0.04
486	3zso	27	0.04
486	3ozt	28	0.038461538461538464
486	1lpg	29	0.038461538461538464
486	4j3l	30	0.038461538461538464
486	4k18	31	0.038461538461538464
486	3oe5	32	0.037037037037037035
486	4cra	33	0.037037037037037035
486	3pww	34	0.037037037037037035
486	2v7a	35	0.03571428571428571
486	3e93	36	0.034482758620689655
486	3nw9	37	0.034482758620689655
486	3oe4	38	0.03333333333333333
486	3ozs	39	0.03225806451612903
486	1z6e	40	0.03125
486	3b1m	41	0.030303030303030304
486	4rfm	42	0.02857142857142857
552	4gfm	1	0.0625
552	4ih7	2	0.0625
552	4twp	3	0.04
552	3e5a	4	0.034482758620689655
650	3rr4	1	0.2
650	3twp	2	0.1111111111111111
650	3uex	3	0.1
650	3r88	4	0.1
650	3dx2	5	0.1
650	3ueu	6	0.1
650	3uew	7	0.1
650	3u9q	8	0.1
650	3uev	9	0.1
650	3nq9	10	0.1
650	4ddk	11	0.1
650	4owm	12	0.09090909090909091
650	3f3e	13	0.08333333333333333
650	3kgp	14	0.08333333333333333
650	1r5y	15	0.07692307692307693
650	4kzu	16	0.07692307692307693
650	3jya	17	0.07692307692307693
